speaker,episode,sheet,context,english,utterer_key
Hard Ass,E6,E6_World_localization,,The short version.,SAY.Dialog:BottomsUpOpening.392.Hard Ass
Hard Ass,E6,E6_World_localization,,... No.,SAY.Dialog:BottomsUpOpening.194.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to either line x or y.,I will join the rescue mission.,SAY.Dialog:BottomsUpOpening.195.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 6.1. Evil Hard Ass WON the E6 Nightmare battle.,The Humans are still a threat to us and our sovereignty.,SAY.Dialog:BottomsUpOpening.181.Hard Ass
Hard Ass,E6,E6_World_localization,,There's no point protecting this territory day in and day out if our own kind are in danger elsewhere.,SAY.Dialog:BottomsUpOpening.187.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to line z.,We must go and stop the Humans for good.,SAY.Dialog:BottomsUpOpening.188.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 6.2. Good Hard Ass WON the E6 Nightmare battle.,I've been killing Humans at any cost.,SAY.Dialog:BottomsUpOpening.184.Hard Ass
Hard Ass,E6,E6_World_localization,,And I've pushed everyone away thinking I was helping the Herd.,SAY.Dialog:BottomsUpOpening.185.Hard Ass
Hard Ass,E6,E6_World_localization,,I lost sight of the reason I was fighting in the first place.,SAY.Dialog:BottomsUpOpening.186.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to line z.,Let's bring the others home.,SAY.Dialog:BottomsUpOpening.312.Hard Ass
Hard Ass,E10,E10_Slow_localization,,Stay focused.,SAY.Dialog_E10_Slow.157.Hard Ass
Hard Ass,E10,E10_Slow_localization,,We will cover more ground by splitting up.,SAY.Dialog_E10_Slow.158.Hard Ass
Hard Ass,E10,E10_Slow_localization,Said if the Good Hard Ass won in the E6 Nightmare fight,Find the others and meet back here as soon as you can.,SAY.Dialog_E10_Slow.135.Hard Ass
Hard Ass,E10,E10_Slow_localization,"Everyone runs off, we're left with Slow Ass who has to fight.",And be careful.,SAY.Dialog_E10_Slow.136.Hard Ass
Hard Ass,E10,E10_Slow_localization,Said if the Bad Hard Ass won in the E6 Nightmare fight,If you come across any Humans. Don't hold back.,SAY.Dialog_E10_Slow.134.Hard Ass
Hard Ass,E10,E10_Slow_localization,"Everyone runs off, we're left with Slow Ass who has to fight.",Move!,SAY.Dialog_E10_Slow.125.Hard Ass
Hard Ass,E10,E10_Hard_localization,Hard Ass runs in and confronts the riot cops.,Get away from her.,SAY.Dialog:E10_Hard.65.Hard Ass
Hard Ass,E10,E10_Hard_localization,,...,SAY.Dialog:E10_Hard.82.Hard Ass
Hard Ass,E10,E10_Hard_localization,,Slow Ass...,SAY.Dialog:E10_Hard.84.Hard Ass
Hard Ass,E10,E10_Hard_localization,,Save your breath. I didn't do it for you.,SAY.Dialog:E10_Hard.18.Hard Ass
Hard Ass,E10,E10_Hard_localization,Branch 2.1: If Good Hard Ass won in the E6 Nightmare fight.,I'm here because we need everyone we can find to protect the Territory back home.,SAY.Dialog:E10_Hard.101.Hard Ass
Hard Ass,E10,E10_Hard_localization,,"It doesn't look like you're doing so well out here, Smart.",SAY.Dialog:E10_Hard.103.Hard Ass
Hard Ass,E10,E10_Hard_localization,Branch 2.2: If Evil Hard Ass won in the E6 Nightmare fight.,You have done enough of that to yourself.,SAY.Dialog:E10_Hard.105.Hard Ass
Hard Ass,E10,E10_Hard_localization,,You still want a Human for a Master?,SAY.Dialog:E10_Hard.107.Hard Ass
Hard Ass,E10,E10_Hard_localization,,"Good work, Comrade.",SAY.Dialog:E10_Hard.382.Hard Ass
Hard Ass,E10,E10_Hard_localization,Branches 5.1 and 5.2 converge.,This is our fight.,SAY.Dialog:E10_Hard.569.Hard Ass
Hard Ass,E10,E10_Hard_localization,,"You might not agree with the tactics of the other Asses, but our goals are the same.",SAY.Dialog:E10_Hard.570.Hard Ass
Hard Ass,E10,E10_Government_localization,,Tell the Humans to respect the borders of our territory in Fannyside.,SAY.Dialog:Hard_3.10.Hard Ass
Hard Ass,E10,E10_Government_localization,Repeater line.,These demands must be taken seriously.,SAY.Dialog:Hard_3.32.Hard Ass
Hard Ass,E10,E10_ProphetSpeech_localization,,ASS POWER!,SAY.Flowchart:Dialog.1159.Hard Ass
Hard Ass,E10,E10_ProphetSpeech_localization,,DON'T BE SCARED!,SAY.Flowchart:Dialog.1162.Hard Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,Sick Ass finds an energetic Ass who wants to race.,You're new! Wanna race? I'm pretty fast! You'll see!,SAY.Dialog:RaceHasty.59.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Come on! You down? Let's go? Let's go!!,SAY.Dialog:RaceHasty.10.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Hell yeah new friendo!,SAY.Dialog:RaceHasty.64.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Let's take the scenic route.\n,SAY.Dialog:RaceHasty.63.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Let's go let's go let's go!,SAY.Dialog:RaceHasty.62.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,FUN!,SAY.Dialog:RaceHasty.61.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,No? Shame! Ah well. I'll be here. Ready to race. Always ready!,SAY.Dialog:RaceHasty.66.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Wanna race now?,SAY.Dialog:RaceHasty.12.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Not even close! Hah! Maybe next time.,SAY.Dialog:RaceHasty.33.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Or not! Who knows?,SAY.Dialog:RaceHasty.70.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Wait. Practice is practice.,SAY.Dialog:RaceHasty.69.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Wanna race again?,SAY.Dialog:RaceHasty.38.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Wanna race again?,SAY.Dialog:RaceHasty.68.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,Let's go!,SAY.Dialog:RaceHasty.74.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,,No? Shame! Ah well. I'll be here. Ready to race. Always ready!,SAY.Dialog:RaceHasty.73.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,x,WHEW. You're FAST! I like that. I really like that!,SAY.Dialog_WinnerHasty.10.Hasty Ass
Hasty Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,"You're breathtaking! As in, I can't breathe! Whew!",SAY.Dialog_WinnerHasty.20.Hasty Ass
Haw,E8,E8_TheGods_localization,,Of time and passage.,SAY.Dialog:GODS.32.Haw
Haw,E8,E8_TheGods_localization,,Of difference.,SAY.Dialog:GODS.31.Haw
Haw,E8,E8_TheGods_localization,,"We shall wipe your memories, so that your Soul can enter into a new Ass without impediment.",SAY.Dialog:GODS.106.Haw
Haw,E8,E8_TheGods_localization,,Prepare yourself for Reassignment.,SAY.Dialog:GODS.107.Haw
Haw,E8,E8_TheGods_localization,,"As our godly burden is to carry the Universe upon our back, we cannot interfere in the Material World without putting all life at risk.",SAY.Dialog:GODS.175.Haw
Haw,E8,E8_TheGods_localization,,"Thus, when we can, we elect a Vassal to be our Avatar.",SAY.Dialog:GODS.193.Haw
Haw,E8,E8_TheGods_localization,,"It is through this Vassal, this ""Golden Ass"", that we return to the Material World and initiate our holy Revolutions.",SAY.Dialog:GODS.194.Haw
Haw,E8,E8_TheGods_localization,,The Humans' games must come to an end.,SAY.Dialog:GODS.203.Haw
Haw,E8,E8_TheGods_localization,,We look forward to working with you and rectifying this sorrowful situation.,SAY.Dialog:GODS.204.Haw
Haw,E8,E8_TheGods_localization,,"No no, the Humans are too powerful to play that.",SAY.Dialog:GODS.327.Haw
Haw,E8,E8_TheGods_localization,,That play hasn't shown many results in recent history. We should try something else.,SAY.Dialog:GODS.329.Haw
Haw,E8,E8_TheGods_localization,,Ah yes. Operation Prophet.,SAY.Dialog:GODS.335.Haw
Haw,E8,E8_TheGods_localization,,The Humans will never see it coming!,SAY.Dialog:GODS.336.Haw
Haw,E9,E9_GoldenAss_localization,,"Yes, it would be a very different version of Operation Prophet.",SAY.Dialog:Meeting.448.Haw
Haw,E9,E9_GoldenAss_localization,Not inside Miro,Or the one with higher intelligence and more experience yet lacking in social graces?,SAY.Dialog:Meeting.449.Haw
Haw,E10,E10_ProphetSpeech_localization,,We were out of practice.,SAY.Flowchart:Dialog.410.Haw
Hee,E8,E8_TheGods_localization,,We are the Gods of beginnings and ends.,SAY.Dialog:GODS.102.Hee
Hee,E8,E8_TheGods_localization,,Of transition and change.,SAY.Dialog:GODS.103.Hee
Hee,E8,E8_TheGods_localization,,"Vassal Trusty Ass, step forward.",SAY.Dialog:GODS.104.Hee
Hee,E8,E8_TheGods_localization,,"By arriving here, you have proven yourself ready to return to the Material World.",SAY.Dialog:GODS.105.Hee
Hee,E8,E8_TheGods_localization,,Vassal Sick Ass. Step forward.,SAY.Dialog:GODS.172.Hee
Hee,E8,E8_TheGods_localization,,We have decided your Soul will not undergo Reassignment.,SAY.Dialog:GODS.173.Hee
Hee,E8,E8_TheGods_localization,,"Instead, you have been selected for a Special Position and the highest privilege that we can bestow upon a Vassal.",SAY.Dialog:GODS.186.Hee
Hee,E8,E8_TheGods_localization,,"Once upon a time, our Vassals and their labours were seen as sacred.",SAY.Dialog:GODS.196.Hee
Hee,E8,E8_TheGods_localization,,"They were worshipped and loved by all for their generosity, especially by Humans.",SAY.Dialog:GODS.197.Hee
Hee,E8,E8_TheGods_localization,,"But, after centuries of collaboration between Asses and Humans, our Vassals are worshipped no more.",SAY.Dialog:GODS.198.Hee
Hee,E8,E8_TheGods_localization,,"The Humans, who once begged us for our Powers of Change and for whom we have fought so many wars, now play at being gods of change themselves.",SAY.Dialog:GODS.200.Hee
Hee,E8,E8_TheGods_localization,,Our Vassals now return to the Astral Plane shaken by endless suffering and corrupted by apathy.,SAY.Dialog:GODS.201.Hee
Hee,E8,E8_TheGods_localization,,"Yes, to become the Golden Ass is to become one with us and the Universe.",SAY.Dialog:GODS.219.Hee
Hee,E8,E8_TheGods_localization,,Your Soul will never undergo Reassignment again.,SAY.Dialog:GODS.221.Hee
Hee,E8,E8_TheGods_localization,,"No, your Soul will never undergo Reassignment again.",SAY.Dialog:GODS.227.Hee
Hee,E8,E8_TheGods_localization,,To become the Golden Ass is to become one with us and the Universe.,SAY.Dialog:GODS.228.Hee
Hee,E8,E8_TheGods_localization,Said inside the mind(s) of the Gods,Shall we do Operation Coup d'Etat?,SAY.Dialog:GODS.326.Hee
Hee,E8,E8_TheGods_localization,,Operation Peaceful March then?,SAY.Dialog:GODS.328.Hee
Hee,E8,E8_TheGods_localization,,I know.,SAY.Dialog:GODS.331.Hee
Hee,E8,E8_TheGods_localization,,What about Operation Prophet?,SAY.Dialog:GODS.332.Hee
Hee,E8,E8_TheGods_localization,,We haven't used that in centuries!,SAY.Dialog:GODS.333.Hee
Hee,E9,E9_GoldenAss_localization,,Wait...,SAY.Dialog:Meeting.446.Hee
Hee,E9,E9_GoldenAss_localization,This takes place inside the mind of the Gods.,"Haw, are you thinking what I'm thinking?",SAY.Dialog:Meeting.447.Hee
Hee,E9,E9_GoldenAss_localization,,"Either way, it would be wonderfully different.",SAY.Dialog:Meeting.731.Hee
Hee,E9,E9_GoldenAss_localization,Not inside Miro,But which one?,SAY.Dialog:Meeting.730.Hee
Hee,E9,E9_GoldenAss_localization,Not inside Miro,The one full of enthusiasm yet lacking experience in the ways of the world?,SAY.Dialog:Meeting.732.Hee
Hee,E10,E10_ProphetSpeech_localization,,"Operation Assassination, how did we not see it coming?",SAY.Flowchart:Dialog.409.Hee
Hee,E10,E10_ProphetSpeech_localization,,What shall our next move be?,SAY.Flowchart:Dialog.411.Hee
Helpful Ass,E7,E7_Holding1_localization,Random NPC lines.,It sure helps to have other people looking out for you... will you do the same for me?,SAY.Dialog:Helpful.13.Helpful Ass
Helpful Ass,E7,E7_Holding1_localization,Random NPC lines.,I saw a Human come in and fiddle with that thing on the wall over there.,SAY.Dialog:Helpful.19.Helpful Ass
Helpful Ass,E7,E7_Holding1_localization,Random NPC lines.,Maybe you should touch it?,SAY.Dialog:Helpful.20.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Are you the Golden Ass? The Gods incarnate?!,SAY.Dialog:Occupation.682.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,How do we know the Humans will listen to that Machine?,SAY.Dialog:Occupation.516.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Say something in Human!,SAY.Dialog:Occupation.515.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Tell them we've suffered so much—,SAY.Dialog:Occupation.786.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Tell the Humans we've suffered so much—,SAY.Dialog:Occupation.798.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Tell the Humans my story.,SAY.Dialog:Helpful_9.10.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I was born in a small village by the Ocean.,SAY.Dialog:Helpful_9.55.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I used to carry baskets of Fish from the Harbour to the Human's market.,SAY.Dialog:Helpful_9.56.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,It was real fun.,SAY.Dialog:Helpful_9.57.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,You won't believe what happened next.,SAY.Dialog:Helpful_9.59.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Do you wanna know?,SAY.Dialog:Helpful_9.60.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I lost my job.,SAY.Dialog:Helpful_9.62.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,"Whoda thunk it, but all the Fish eventually disappeared.",SAY.Dialog:Helpful_9.68.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,So I got a job working in the forestry business.,SAY.Dialog:Helpful_9.67.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I was carrying trees day and night.,SAY.Dialog:Helpful_9.66.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,It was a hoot!,SAY.Dialog:Helpful_9.65.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,"But then, you won't believe what happened next.",SAY.Dialog:Helpful_9.69.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Do you wanna know?,SAY.Dialog:Helpful_9.70.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I lost my job!,SAY.Dialog:Helpful_9.80.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I was blindsided! Whodda thunk it! The trees all left.,SAY.Dialog:Helpful_9.71.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,"I'da left too if I was them, getting cut down like.",SAY.Dialog:Helpful_9.79.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I didn't wanna get cut down.,SAY.Dialog:Helpful_9.78.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,So I wandered a long while til I got pick up and taken to that evil Factory.,SAY.Dialog:Helpful_9.77.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,I was sure I was a goner.,SAY.Dialog:Helpful_9.76.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,"But then, you won't believe what happened next!",SAY.Dialog:Helpful_9.75.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Do you wanna know?,SAY.Dialog:Helpful_9.74.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Some special someone with a big heart let us out!,SAY.Dialog:Helpful_9.81.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Now I guess I'm here!,SAY.Dialog:Helpful_9.83.Helpful Ass
Helpful Ass,E10,E10_Government_localization,,Thanks so much for listening to me.,SAY.Dialog:Helpful_9.84.Helpful Ass
Helpful Ass,E10,E10_Government_localization,Repeater line.,Do you want to hear my story again?,SAY.Dialog:Helpful_9.85.Helpful Ass
Historic Sign,E1,E1_Farm_localization,Interactable Object. Sign.,Ya'fur's Well,SAY.Sign_TheWell_Historic.1.Historic Sign
Historic Sign,E1,E1_TheProtest_localization,,Ya'fur's Well,SAY.Sign_TheWell_Historic.1.Historic Sign
Historic Sign,E2,E2_World_A1_localization,"Interactable Object, Sign.",Ya'fur's Well,SAY.Sign_TheWell_Historic.1.Historic Sign
Historic Sign,E2,E2_World_B1_localization,"Interactable Object, Sign.",Ya'fur's Well,SAY.Sign_TheWell_Historic.1.Historic Sign
Historic Sign,E2,E2_World_B2_localization,"Interactable Object, Sign.",Ya'fur's Well,SAY.Sign_TheWell_Historic.1.Historic Sign
Historic Sign,E2,E2_World_A3_localization,"Interactable Object, Sign.",Ya'fur's Well,SAY.Sign_TheWell.1.Historic Sign
Janky Ass,E4,E4_AstralPlaneMain_localization,,ACHH! Protests... they seem like great ideas but they DON'T WORK.,SAY.Dialog:NostalgicRadicalsIntro.35.Janky Ass
Janky Ass,E4,E4_AstralPlaneMain_localization,"Sick meets the Nostalgic Radicals as INDIVIDUALS: Total, Janky, Lofty, Ugly",ACH! Protests! They're all for show.,SAY.Dialog:Janky.10.Janky Ass
Janky Ass,E4,E4_AstralPlaneMain_localization,,I led a few impromptu insurrections in the 1300s. We nearly toppled the government.,SAY.Dialog:Janky.18.Janky Ass
Janky Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,It didn't take much to get those Peasants to Revolt.,SAY.Dialog:Janky.12.Janky Ass
Kick Ass,E1,E1_TheProtest_localization,Recruit Kick Ass and Sick Ass,You must be TRUSTY!,SAY.Dialog:PickUpKick.4.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,I'm KICK ASS and this is my Sister SICK ASS!,SAY.Dialog:PickUpKick.16.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,What happened to meeting AT THE BRIDGE?!,SAY.Dialog:PickUpKick.5.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,Wait—where's OLD ASS?!,SAY.Dialog:PickUpKick.6.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,@#$%&! That makes me SO ANGRY!,SAY.Dialog:PickUpKick.7.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,LET'S PROTEST!,SAY.Dialog:PickUpKick.28.Kick Ass
Kick Ass,E1,E1_TheProtest_localization,,@#$%&! What do we DO?!,SAY.Dialog: WellScene.66.Kick Ass
Kick Ass,E2,E2_World_A1_localization,"""Let'er RIP"" means ""Go for it"" or ""Kick her Ass Hard Ass"", or ""Don't hold back, Hard Ass""","Let'er RIP, Hard Ass!",SAY.Dialog:Opening.16.Kick Ass
Kick Ass,E2,E2_World_B1_localization,,Send Big Ass!,SAY.Dialog:B1_MainDialog.55.Kick Ass
Kick Ass,E3,E3_EpisodeTitle_localization,,She's doing HER BEST!,SAY.Dialog:WaitUp.26.Kick Ass
Kick Ass,E3,E3_EpisodeTitle_localization,,@#$%&!,SAY.Dialog:WaitUp.27.Kick Ass
Kick Ass,E3,E3_Mine1FOpening_localization,,SICK ASS! @#$%&!,SAY.Dialog:ScavengersReturn.381.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,Does this LOOK LIKE A TIME FOR GAMES?!,SAY.Dialog:HardKick_Public.76.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,Sorry—@#$%&!—Aunty Sick is... pretty messed up right now.,SAY.Dialog:HardKick_Public.139.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,FIGHT IT!—FIGHT IT!,SAY.Dialog:HardKick_Public.29.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,Sick! Comrade! COME ON GIRL!,SAY.Dialog:TunnelHardKickPrivate.21.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,Don't even THINK about going where I CAN'T FIND YOU!,SAY.Dialog:TunnelHardKickPrivate.13.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,AT EASE? @#$%&!!!!,SAY.Dialog:TunnelHardKickPrivate.16.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,Staying out in the rain every day was YOUR STUPID idea!,SAY.Dialog:TunnelHardKickPrivate.15.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,"And for what, HUH?",SAY.Dialog:TunnelHardKickPrivate.10.Kick Ass
Kick Ass,E3,E3_Mine1F_localization,,FOR WHAT?!,SAY.Dialog:TunnelHardKickPrivate.33.Kick Ass
Kick Ass,E4,E4_HideAndSeek_localization,Black screen. Echoes of dialogue from back inside the Mine.,Sick Ass? Are you with me?,SAY.Dialog:Introduction.3.Kick Ass
