speaker,episode,sheet,context,english,dutch,utterer_key
Hard Ass,E2,E2_World_B1_localization,If Hard Ass goes in the wrong direction.,Don't get soft.,Geen mietje zijn.,SAY.Dialog:HardAssVillageLimitB1.3.Hard Ass
Hard Ass,E2,E2_ChildsHouse_localization,,...,...,SAY.Dialog:Child.46.Hard Ass
Hard Ass,E2,E2_World_B2_localization,After Hard Ass exits the Child's house.,What happened in there?,Wat is daarbinnen gebeurd?,SAY.Dialog:HardAssAside2.1.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Did I let that little Human die?,Heb ik die kleine Mens de dood ingejaagd?,SAY.Dialog:HardAssAside2.4.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Impossible.,Onmogelijk.,SAY.Dialog:HardAssAside2.3.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,But what if I did...?,Maar wat als ik hem toch de dood injoeg...?,SAY.Dialog:HardAssAside2.12.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,...,...,SAY.Dialog:HardAssAside2.7.Hard Ass
Hard Ass,E2,E2_World_B2_localization,Note to future Patrick/Milton: solve the quotation issue in the CSV,"""You only hit rock bottom when you quit.""","Om uit de beerput te klimmen, moet er stront aan de hoeven hangen.",SAY.Dialog:HardAssAside2.2.Hard Ass
Hard Ass,E2,E2_World_B2_localization,,Let's go.,Let's go.,SAY.Dialog:HardAssAside2.8.Hard Ass
Hard Ass,E2,E2_World_B2_localization,If Hard Ass goes in the wrong direction.,Don't get soft...,Geen mietje zijn...,SAY.Dialog:HardAssVillageLimitB2.1.Hard Ass
Hard Ass,E2,E2_World_B2_localization,"After Hard Ass exits the Miner's House, and as he is looking for the Boss's house.",The Boss's house must be around here somewhere.,Het huis van de Baas moet hier ergens zijn.,SAY.Dialog:ToTheBossHouse.1.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,After killing Miner Jenny in battle.,She attacked... me.,Ze.. viel me aan.,SAY.Dialog:PostBattle.1.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,The Humans don't deserve our labour.,De Mensen verdienen onze arbeid niet.,SAY.Dialog:PostBattle.2.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,"So, it has come to this.","Dus, is het tot dit gekomen.",SAY.Dialog:PostBattle.3.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,That Machine is more valuable to her than my life?,Die Machine is haar meer waard dan mijn leven?,SAY.Dialog:PostBattle.4.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,After all those years working side by side in the Mine...,Na al die jaren zij-aan-zij te werken in de Mijnen...,SAY.Dialog:PostBattle.5.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,Because I wouldn't save her Computer-Machine.,Omdat ik haar Computer-Machine niet wou redden.,SAY.Dialog:PostBattle.6.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,,Not when they don't see us as equals.,Niet wanneer ze ons niet als gelijken zien.,SAY.Dialog:PostBattle.8.Hard Ass
Hard Ass,E2,E2_MinersHouse_localization,Hard Ass can now leave the house.,No more Protests—it's time for Revolution.,Geen Protesten meer... Het is tijd voor een Revolutie.,SAY.Dialog:PostBattle.10.Hard Ass
Hard Ass,E2,E2_ChurchInt_localization,Hard stands in front of a painting of a donkey and a prophet.,Hmm.,Hmm.,SAY.Dialog:Church.1.Hard Ass
Hard Ass,E2,E2_TheatreInt_localization,Hard Ass stands on stage.,This place stinks.,"Dat meurt hier nog al, man.",SAY.Dialog:Theatre.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Hard Ass enters Mr. Butte's house from the bottom floor.,I hear something upstairs.,Ik hoor iets boven.,SAY.Dialog:ExitAttempt.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Screen wipe (transition) to a battle between Mr. Butte and Hard Ass.,...,...,SAY.Dialog:Butte.19.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,If Hard Ass attempts to leave.,...,...,SAY.Dialog: ExitAttempt2F.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,"After killing Mr. Butte in the battle. Hard Ass stands in Mr. Butte's house, everything is on fire.",A world without Humans...,Een wereld zonder Mensen...,SAY.Dialog:PostBattleNewConviction.1.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,Hard Ass can try to leave now.,A world where Asses are their own Masters...,Een wereld waar Ezels hun eigen baas zijn...,SAY.Dialog:PostBattleNewConviction.14.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,"As Hard Ass attempts to leave, the door caves in.",The way out is blocked.,De weg naar buiten is geblokkeerd.,SAY.Dialog: PostBattleExitAttempt.8.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,,I have to get back to the Herd.,Ik moet terug naar de Kudde gaan.,SAY.Dialog: PostBattleExitAttempt.15.Hard Ass
Hard Ass,E2,E2_ButtesHouse_localization,The roof collapses on Hard Ass.,AHHHH!! MY EAR!,AAAHHH!!! MIJN OOR!,SAY.Dialog: PostBattleExitAttempt.5.Hard Ass
Hard Ass,E3,E3_EpisodeTitle_localization,"Hard Ass, Kick Ass, and Sick Ass are running back to the Mine in the heavy rain.","Hurry up, Sick Ass!","Opschieten, Snotezel!",SAY.Dialog:WaitUp.21.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,"The Herd convenes at the mouth of the cave to greet the Scavengers (Hard, Sick, and Kick).",We're back.,We zijn terug.,SAY.Dialog:ScavengersReturn.26.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,The river was flooded.,De rivier was overstroomd.,SAY.Dialog:ScavengersReturn.29.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We couldn’t forage in the usual spots.,We konden niet zoeken op de gewone plekken.,SAY.Dialog:ScavengersReturn.345.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,The Humans are all gone.,De Mensen zijn allemaal weg.,SAY.Dialog:ScavengersReturn.355.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We should forget about them.,We moeten ze vergeten.,SAY.Dialog:ScavengersReturn.208.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,We can be our own Masters.,We kunnen onze eigen Bazen zijn.,SAY.Dialog:ScavengersReturn.399.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,"Kick, Sick, and I are risking our health and making sacrifices for the Herd.","Trap, Zieke, en ik riskeren onze gezondheid en maken offers voor de Kudde.",SAY.Dialog:ScavengersReturn.402.Hard Ass
Hard Ass,E3,E3_Mine1FOpening_localization,,What are you doing to help to save the Herd?,Wat doet gij om de Kudde te redden?,SAY.Dialog:ScavengersReturn.403.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,Our bodies break down in rainy weather.,Ons lijf gaat kapot in dat nat weer.,SAY.Dialog:HardKick_Public.101.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,No.,Nee.,SAY.Dialog:HardKick_Public.21.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,"On the day of the Protest, I was in charge of saving the Humans from the Fire.",Op de dag van het Protest moest ik de Mensen redden van het Vuur.,SAY.Dialog:HardKick_Public.103.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to dialogue options. Line 94 or 96.,I became trapped inside of a burning house.,Ik zat vast in een brandend huis.,SAY.Dialog:HardKick_Public.102.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,The flames melted my skin and punctured my ear drum.,De vlammen deden mijn vel smelten en doorboorden mijn trommelvlies.,SAY.Dialog:HardKick_Public.110.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,My ear was caught on a wooden spike. I had to tear it off.,Mijn oor bleef hangen aan een houten pin. Ik moest het afscheuren.,SAY.Dialog:HardKick_Public.114.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Jump to 105.,"My ear was crushed, became gangrenous, and fell off four days later.","Mijn oor is geplet, is beginnen rotten en viel er vier dagen later af.",SAY.Dialog:HardKick_Public.112.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",That's enough. Run along.,’t Is genoeg. Ga nu weg.,SAY.Dialog:HardKick_Public.31.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,Repeater line for Hard Ass.,I said leave us.,Ik zei: laat ons met rust.,SAY.Dialog:HardKick_Public.11.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,,"At ease, Comrade.","Rustig, Kameraad.",SAY.Dialog:TunnelHardKickPrivate.12.Hard Ass
Hard Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",For our future.,Voor onze toekomst.,SAY.Dialog:TunnelHardKickPrivate.24.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,NPC dialogue option. No particular order for when you talk to someone.,Lie down. We need your strength.,Ga rusten. Je moet in vorm blijven.,SAY.Dialog:SickHard.10.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,Repeater line.,"Rest, Comrade.","Ga rusten, Kameraad",SAY.Dialog:SickHard.23.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,"Comrade, she will be fine. We leave at dawn for the next mission.","Kameraad, het komt wel goed met haar. We vertrekken hier bij zonsopgang voor de volgende missie.",SAY.Dialog:KickHard.26.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,We need all three of us.,We moeten samen blijven.,SAY.Dialog:KickHard.34.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,We have not finished what we started.,We hebben niet afgemaakt waarmee we begonnen zijn.,SAY.Dialog:KickHard.57.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,There is no going back after what we have done.,We kunnen niet meer terug naar hoe het was. Niet na wat er gebeurd is.,SAY.Dialog:KickHard.24.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,,The truth will tear the Herd in two.,De waarheid gaat onze Kudde verscheuren.,SAY.Dialog:KickHard.55.Hard Ass
Hard Ass,E4,E4_Mine1F_localization,NPC dialogue repeater option. No particular order for when you talk to someone.,"""You only hit rock bottom when you quit.""","Om uit de beerput te klimmen, moet er stront aan de hoeven hangen.",SAY.Dialog:HardRepeater.12.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,You begged me to rescue the Humans.,Jullie smeekten me om de Mensen te redden.,SAY.Dialog:Debate.88.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"But when I went to save them from the Fire, the Humans were ready to kill me to save themselves.","Maar wanneer ik hen ging redden van het Vuur, stonden de Mensen klaar om me zelf te mollen.",SAY.Dialog:Debate.89.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,They revealed their true nature.,Hun ware aard kwam te boven.,SAY.Dialog:Debate.90.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"That day, I learned what it will take for us to survive.",Die dag wist ik wat het ging vereisen om te kunnen overleven.,SAY.Dialog:Debate.94.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,The only option left for us is Revolution.,De enige optie is Revolutie.,SAY.Dialog:Debate.344.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,We must become our own Masters.,We moeten onze eigen Meesters worden.,SAY.Dialog:Debate.346.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Wrong.,Noppes.,SAY.Dialog:Debate.126.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Asses don't require Humans to work.,Ezels hebben geen Mensen nodig om te kunnen werken.,SAY.Dialog:Debate.127.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,Living is work enough.,Leven is al werk genoeg.,SAY.Dialog:Debate.128.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,We're free.,We zijn vrij.,SAY.Dialog:Debate.129.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"Comrades, if you go I can't protect you—","Kameraden, als jullie gaan kan ik jullie niet meer beschermen—",SAY.Dialog:Debate.211.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,,"Comrades, if you go I can't protect you—","Kameraden, als jullie gaan kan ik jullie niet meer beschermen—",SAY.Dialog:Debate.206.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,"Old, can likely be deleted.",Revolution requires sacrifice.,Een revolutie vergt offers.,SAY.Dialog:Debate.50.Hard Ass
Hard Ass,E4,E4_HerdSplits_localization,"Old, can likely be deleted.","Sick has been ill a long time, Comrade.","Snotje is al lang ziek, Kameraad.",SAY.Dialog:Debate.48.Hard Ass
Hard Ass,E4,E4_Mine1F_Exit_localization,NPC dialogue option. No particular order for when you talk to someone.,You're being emotional. The Humans will toss you aside the first chance they get.,Je overdrijft. De Mensen maken korte metten met jou vanaf de eerste keer ze de kans hebben.,SAY.Dialog:HardPostSplit.10.Hard Ass
Hard Ass,E4,E4_Mine1F_Exit_localization,Repeater line.,Just go.,Trap het af.,SAY.Dialog:HardPostSplit.12.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,"A dialogue between Good Hard Ass and Evil Hard Ass ensues.
Good Hard Ass.",We failed to save Lazy.,We hebben Luie niet kunnen redden.,SAY.Dialog:FoundLazy.24.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,You can't keep running from the truth.,Je kunt niet blijven wegrennen voor de waarheid.,SAY.Dialog:FoundLazy.1.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,I have made up for our mistake.,Ik heb onze fout rechtgezet.,SAY.Dialog:FoundLazy.8.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,I am protecting the Herd.,Ik bescherm de Kudde.,SAY.Dialog:FoundLazy.25.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,You're miserable.,Je bent ellendig.,SAY.Dialog:FoundLazy.7.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,Revolutions have no room for emotions.,Revoluties hebben geen ruimte voor emoties.,SAY.Dialog:FoundLazy.12.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,Revolutions can't be won alone.,Revoluties win je niet in je eentje.,SAY.Dialog:FoundLazy.11.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,You underestimated our friends and let the Herd split apart.,Je hebt onze vrienden onderschat en de Kudde laten splijten.,SAY.Dialog:FoundLazy.27.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Evil Hard Ass (Player).,They weren't ready.,Ze waren er niet klaar voor.,SAY.Dialog:FoundLazy.30.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,Good Hard Ass.,You never gave them a chance.,Je hebt ze nooit een kans gegeven.,SAY.Dialog:FoundLazy.10.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,,I'm not going to sit back and watch you destroy us.,Ik ga niet staan gapen terwijl jij ons kapotmaakt.,SAY.Dialog:FoundLazy.9.Hard Ass
Hard Ass,E6,E6_Nightmare_localization,A showdown (fight) between Evil Hard Ass and the Nightmare version of the Herd occurs.,I'm taking back control now whether you like it or not.,"Ik neem het nu over, of dat je 't nu leuk vindt of niet.",SAY.Dialog:FoundLazy.31.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Good Hard Ass.,You are weak.,Je bent zwak.,SAY.DialogMaster.1.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player).,You cannot beat me one-on-one.,"Je verslaat me niet, man tegen man.",SAY.DialogMaster.71.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,"Good Hard Ass. The fight begins. 
The other Asses enter the fight one by one.",Who says I'm alone?\n,Wie zegt dat ik alleen sta?,SAY.DialogMaster.72.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,Prepare to become obsolete.,Bereid je voor om overbodig te worden.,SAY.DialogMaster.74.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player) WINS.,No compromises.,Geen compromissen.,SAY.DialogMaster.4.Hard Ass
Hard Ass,E6,E6_BattleHard_localization,Evil Hard Ass (Player) LOSES.,We're just trying to help.,We proberen alleen te helpen.,SAY.DialogMaster.6.Hard Ass
Hard Ass,E6,E6_World_localization,1.1 Evil Hard Ass Wins,I'll kill ANYONE in my way!,Ik maak IEDEREEN af die in mijn weg staat!,SAY.Dialog:PostNightmare.15.Hard Ass
Hard Ass,E6,E6_World_localization,,Revolutions have no room for emotions.,Revoluties hebben geen ruimte voor emoties.,SAY.Dialog:PostNightmare.134.Hard Ass
Hard Ass,E6,E6_World_localization,,I'm... fine Comrade.,"Ik ben... in orde, Kameraad.",SAY.Dialog:PostNightmare.19.Hard Ass
Hard Ass,E6,E6_World_localization,,It was a momentary lapse.,Een moment van zwakte.,SAY.Dialog:PostNightmare.22.Hard Ass
Hard Ass,E6,E6_World_localization,1.2 Good Hard Ass wins,It all stops now.,Het houdt nu op.,SAY.Dialog:PostNightmare.16.Hard Ass
Hard Ass,E6,E6_World_localization,,Revolutions can't be won alone.,Revoluties win je niet in je eentje.,SAY.Dialog:PostNightmare.133.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 2.1. EVIL version of Hard Ass WON.,I must keep the Humans out.,Ik moet de Mensen buitenhouden.,SAY.Dialog:PostNightmare.91.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to line x.,They are a threat to our autonomy.,Ze vormen een bedreiging voor onze autonomie.,SAY.Dialog:PostNightmare.92.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 2.2. GOOD version of Hard Ass WON. Jump to line x.,We need to protect each other.,We moeten elkaar beschermen.,SAY.Dialog:PostNightmare.93.Hard Ass
Hard Ass,E6,E6_World_localization,The sound of a vehicle approaching. Hard Ass leaves to take care of the intruders.,Duty calls.,De plicht roept.,SAY.Dialog:PostNightmare.70.Hard Ass
Hard Ass,E6,E6_World_localization,,"Good afternoon, Comrades.","Goedemiddag, Kameraden.",SAY.Dialog:BottomsUpOpening.138.Hard Ass
Hard Ass,E6,E6_World_localization,,Party's over.,Feest voorbij.,SAY.Dialog:BottomsUpOpening.140.Hard Ass
Hard Ass,E6,E6_World_localization,,We have a visitor.,We hebben bezoek.,SAY.Dialog:BottomsUpOpening.46.Hard Ass
Hard Ass,E6,E6_World_localization,,You need to hear what Slow Ass has to say.,Je moet horen wat Slome Ezel te zeggen heeft.,SAY.Dialog:BottomsUpOpening.229.Hard Ass
Hard Ass,E6,E6_World_localization,,The short version.,De korte versie.,SAY.Dialog:BottomsUpOpening.392.Hard Ass
Hard Ass,E6,E6_World_localization,,... No.,... Nee.,SAY.Dialog:BottomsUpOpening.194.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to either line x or y.,I will join the rescue mission.,Ik sluit me aan bij de reddingsmissie.,SAY.Dialog:BottomsUpOpening.195.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 6.1. Evil Hard Ass WON the E6 Nightmare battle.,The Humans are still a threat to us and our sovereignty.,De Mensen vormen nog steeds een bedreiging voor ons en onze soevereiniteit.,SAY.Dialog:BottomsUpOpening.181.Hard Ass
Hard Ass,E6,E6_World_localization,,There's no point protecting this territory day in and day out if our own kind are in danger elsewhere.,Het heeft geen zin dit territorium dag in dag uit te verdedigen als onze eigen soort elders in gevaar is.,SAY.Dialog:BottomsUpOpening.187.Hard Ass
Hard Ass,E6,E6_World_localization,Jump to line z.,We must go and stop the Humans for good.,We moeten gaan. De Mensen voorgoed stoppen.,SAY.Dialog:BottomsUpOpening.188.Hard Ass
Hard Ass,E6,E6_World_localization,Branch 6.2. Good Hard Ass WON the E6 Nightmare battle.,I've been killing Humans at any cost.,Ik heb Mensen gedood. Tegen elke prijs.,SAY.Dialog:BottomsUpOpening.184.Hard Ass
Hard Ass,E6,E6_World_localization,,And I've pushed everyone away thinking I was helping the Herd.,En ik heb iedereen weggeduwd... denkend dat ik de Kudde hielp.,SAY.Dialog:BottomsUpOpening.185.Hard Ass
Hard Ass,E6,E6_World_localization,,I lost sight of the reason I was fighting in the first place.,Ik was vergeten waarvoor ik eigenlijk vocht.,SAY.Dialog:BottomsUpOpening.186.Hard Ass
